perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link
P_09111	Jimmy Choo Man Aqua	Jimmy Choo	2022.0		Paul Guerlain,Julien Rasquinet	{'Citrus': '11', 'Spicy': '5', 'Synthetic': '3', 'Woody': '5', 'Green': '3', 'Fresh': '12', 'Earthy': '3', 'Aquatic': '13'}	{'Masculine': '13', 'Classic': '3', 'Modern': '11'}	{'Fall': '3', 'Summer': '14', 'Spring': '12'}	{'Daily': '11', 'Sport': '13', 'Leisure': '14', 'Night Out': '3', 'Business': '8'}	Grapefruit, Cardamom	Clary sage, Geranium, Marine notes	Amber, Patchouli, Seaside moss		https://media.parfumo.com/perfume_social/0c/0cdb36-jimmy-choo-man-aqua-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/jimmy-choo-man-aqua
P_09112	Beige	Chanel	2014.0	Parfum	Jacques Polge	{'Sweet': '18', 'Powdery': '17', 'Green': '9', 'Fresh': '5', 'Creamy': '9', 'Floral': '19'}	{'Masculine': '2', 'Feminine': '19', 'Classic': '13', 'Modern': '8'}	{'Winter': '13', 'Fall': '18', 'Summer': '17', 'Spring': '18'}	{'Daily': '13', 'Leisure': '15', 'Night Out': '16', 'Business': '12', 'Evening': '17'}	Frangipani, Freesia, Honey, Hawthorn	Frangipani, Freesia, Honey, Hawthorn	Frangipani, Freesia, Honey, Hawthorn		https://media.parfumo.com/perfume_social/e2/e20407-beige-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Beige_Parfum
P_09113	Modern Muse Eau de Rouge	Estee Lauder	2016.0			{'Spicy': '1', 'Green': '1', 'Fruity': '1', 'Fresh': '1', 'Floral': '1'}	{'Feminine': '2'}	{'Summer': '1', 'Spring': '1'}	{'Daily': '1'}	Raspberry, Rosa centifolia, Pink pepper, Vetiver, Ambrette seed, Blackcurrant bud, Clearwood™, Green notes, Jasmine absolute, Magnolia, Rose, Vanilla	Raspberry, Rosa centifolia, Pink pepper, Vetiver, Ambrette seed, Blackcurrant bud, Clearwood™, Green notes, Jasmine absolute, Magnolia, Rose, Vanilla	Raspberry, Rosa centifolia, Pink pepper, Vetiver, Ambrette seed, Blackcurrant bud, Clearwood™, Green notes, Jasmine absolute, Magnolia, Rose, Vanilla		https://media.parfumo.com/perfume_social/e5/e5b2c2-modern-muse-eau-de-rouge-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Modern_Muse_Eau_de_Rouge
P_09114	Knot Eau Florale	Bottega Veneta	2015.0		Daniela Andrier	{'Powdery': '18', 'Woody': '7', 'Green': '9', 'Fruity': '7', 'Fresh': '30', 'Creamy': '9', 'Floral': '41'}	{'Feminine': '42', 'Classic': '14', 'Modern': '13'}	{'Winter': '9', 'Fall': '27', 'Summer': '32', 'Spring': '40'}	{'Daily': '40', 'Leisure': '35', 'Night Out': '13', 'Business': '38', 'Evening': '15'}	Neroli, Lavender, Mandarin orange	Peony, Rose	Musk, Tonka bean, Cedarwood		https://media.parfumo.com/perfume_social/19/196292-knot-eau-florale-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Knot_Eau_Florale
P_09115	Antaeus	Chanel	1981.0	Lotion Après Rasage	Jacques Polge,François Demachy	{'Spicy': '7', 'Leathery': '5', 'Woody': '6', 'Earthy': '2', 'Floral': '3', 'Animal': '3'}	{'Masculine': '7', 'Classic': '4', 'Modern': '1'}	{'Winter': '7', 'Fall': '7', 'Summer': '5', 'Spring': '8'}	{'Daily': '2', 'Leisure': '5', 'Night Out': '7', 'Business': '3', 'Evening': '7'}	Clary sage, Coriander, Myrrh, Bergamot, Lemon, Lime	Thyme, Basil, Jasmine, Rose	Castoreum, Patchouli, Labdanum, Oakmoss		https://media.parfumo.com/perfume_social/b8/b8c764-antaeus-lotion-apres-rasage-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/antaeus-lotion-apres-rasage
P_09116	Jimmy Choo Rose Passion	Jimmy Choo	2023.0		Nathalie Lorson	{'Synthetic': '9', 'Sweet': '19', 'Fruity': '6', 'Fresh': '5', 'Creamy': '23', 'Floral': '27'}	{'Masculine': '2', 'Feminine': '29', 'Classic': '6', 'Modern': '11'}	{'Winter': '6', 'Fall': '9', 'Summer': '26', 'Spring': '23'}	{'Daily': '21', 'Leisure': '27', 'Night Out': '18', 'Business': '12', 'Evening': '13'}	Coconut water, Frangipani	Jasmine, Orchid	Sandalwood, Vanilla		https://media.parfumo.com/perfume_social/1f/1f25af-jimmy-choo-rose-passion-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/jimmy-choo-rose-passion
P_09117	Pleasures Pop	Estee Lauder	2013.0			{'Sweet': '3', 'Powdery': '3', 'Woody': '1', 'Fruity': '4', 'Creamy': '1', 'Floral': '4'}	{'Feminine': '4', 'Modern': '2'}	{'Summer': '4', 'Spring': '4'}	{'Daily': '4', 'Sport': '2', 'Leisure': '4', 'Night Out': '2', 'Business': '2'}	Lily, Vanilla, Benzoin, Cedar, Freesia, Heliotrope, Jasmine, Lychee, Musk, Pink grapefruit, Pink peony, Raspberry, Rose	Lily, Vanilla, Benzoin, Cedar, Freesia, Heliotrope, Jasmine, Lychee, Musk, Pink grapefruit, Pink peony, Raspberry, Rose	Lily, Vanilla, Benzoin, Cedar, Freesia, Heliotrope, Jasmine, Lychee, Musk, Pink grapefruit, Pink peony, Raspberry, Rose		https://media.parfumo.com/perfume_social/3b/3b2c60-pleasures-pop-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Pleasures_Pop
P_09118	Parco Palladiano XIII: Quadrifoglio	Bottega Veneta	2018.0		Aurélien Guichard	{'Citrus': '25', 'Spicy': '25', 'Smoky': '7', 'Woody': '12', 'Green': '37', 'Fresh': '33', 'Creamy': '7'}	{'Masculine': '38', 'Feminine': '29', 'Classic': '18', 'Modern': '13'}	{'Winter': '5', 'Fall': '15', 'Summer': '37', 'Spring': '37'}	{'Daily': '29', 'Sport': '10', 'Leisure': '32', 'Night Out': '12', 'Business': '30', 'Evening': '14'}	White bergamot, Basil, Leaves, Frankincense	White bergamot, Basil, Leaves, Frankincense	White bergamot, Basil, Leaves, Frankincense		https://media.parfumo.com/perfume_social/84/846aa4-parco-palladiano-xiii-quadrifoglio-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_XIII_Quadrifoglio
P_09120	N°5 Elixir Sensuel	Chanel	2004.0			{'Sweet': '7', 'Powdery': '13', 'Oriental': '4', 'Woody': '4', 'Floral': '13'}	{'Feminine': '17', 'Classic': '8', 'Modern': '5'}	{'Winter': '7', 'Fall': '8', 'Summer': '7', 'Spring': '10'}	{'Daily': '11', 'Leisure': '8', 'Night Out': '5', 'Business': '7', 'Evening': '10'}	Aldehydes, Neroli	Iris, Jasmine, Ylang-ylang	Amber, Woods		https://media.parfumo.com/perfume_social/f6/f62fc0-n-5-elixir-sensuel-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/No_5_Elixir_Sensuel
P_09121	Urban Hero	Jimmy Choo	2019.0		Antoine Maisondieu,Marion Costero	{'Citrus': '3', 'Spicy': '11', 'Synthetic': '14', 'Sweet': '4', 'Smoky': '4', 'Leathery': '7', 'Woody': '9', 'Fresh': '7'}	{'Masculine': '16', 'Feminine': '2', 'Classic': '2', 'Modern': '9'}	{'Winter': '8', 'Fall': '13', 'Summer': '11', 'Spring': '14'}	{'Daily': '12', 'Sport': '3', 'Leisure': '15', 'Night Out': '5', 'Business': '10', 'Evening': '5'}	Black pepper, Finger lime	Brazilian rosewood, Vetiver	Leather, Ambergris		https://media.parfumo.com/perfume_social/aa/aa9a4e-urban-hero-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/urban-hero
P_09122	Gabrielle Chanel L'Eau	Chanel	2024.0		Olivier Polge	{'Citrus': '4', 'Sweet': '4', 'Powdery': '3', 'Fruity': '13', 'Fresh': '9', 'Creamy': '3', 'Floral': '15'}	{'Masculine': '2', 'Feminine': '11', 'Classic': '6', 'Modern': '6'}	{'Winter': '4', 'Fall': '6', 'Summer': '12', 'Spring': '11'}	{'Daily': '7', 'Sport': '2', 'Leisure': '10', 'Night Out': '7', 'Business': '8', 'Evening': '7'}	Jasmine, Orange blossom, Grasse tuberose, Ylang-ylang, Red fruits	Jasmine, Orange blossom, Grasse tuberose, Ylang-ylang, Red fruits	Jasmine, Orange blossom, Grasse tuberose, Ylang-ylang, Red fruits		https://media.parfumo.com/perfume_social/26/267083_gabrielle-chanel-l-eau-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/gabrielle-chanel-l-eau
P_09123	Parco Palladiano IX: Violetta	Bottega Veneta	2017.0		Sidonie Lancesseur	{'Spicy': '7', 'Sweet': '6', 'Powdery': '10', 'Woody': '23', 'Fresh': '9', 'Creamy': '5', 'Floral': '26'}	{'Masculine': '16', 'Feminine': '24', 'Classic': '8', 'Modern': '8'}	{'Winter': '7', 'Fall': '11', 'Summer': '16', 'Spring': '23'}	{'Daily': '22', 'Leisure': '20', 'Night Out': '10', 'Business': '21', 'Evening': '10'}	Violet, Woody notes, Musk	Violet, Woody notes, Musk	Violet, Woody notes, Musk		https://media.parfumo.com/perfume_social/61/6138d2-parco-palladiano-ix-violetta-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_IX_Violetta
P_09124	Pleasures Gwyneth Paltrow Limited Edition	Estee Lauder	2006.0			{'Synthetic': '1', 'Sweet': '1', 'Powdery': '1', 'Oriental': '1', 'Floral': '1'}	{'Feminine': '1', 'Modern': '1'}	{'Fall': '1', 'Spring': '1'}	{'Night Out': '1', 'Evening': '1'}	Jasmine, Karo Karounde, Lily, Peony, Rose	Jasmine, Karo Karounde, Lily, Peony, Rose	Jasmine, Karo Karounde, Lily, Peony, Rose		https://media.parfumo.com/perfume_social/f6/f67e92-pleasures-gwyneth-paltrow-limited-edition-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Pleasures_Gwyneth_Paltrow_Limited_Edition
P_09125	I Want Choo Le Parfum	Jimmy Choo	2024.0		Marie Salamagne,Amandine Clerc-Marie,DSM-Firmenich	{'Synthetic': '4', 'Sweet': '10', 'Powdery': '2', 'Gourmand': '3', 'Fruity': '7', 'Creamy': '2', 'Floral': '9'}	{'Feminine': '9', 'Classic': '1', 'Modern': '6'}	{'Winter': '2', 'Fall': '3', 'Summer': '6', 'Spring': '9'}	{'Daily': '9', 'Leisure': '9', 'Night Out': '4', 'Business': '3', 'Evening': '4'}	Pear, Blackberry, Gardenia	Ambrette, Patchouli, Jasmine absolute	Praliné, Moss, Sandalwood		https://media.parfumo.com/perfume_social/09/09be2d-i-want-choo-le-parfum-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/i-want-choo-le-parfum
P_09126	Gardénia	Chanel	1925.0	Parfum	Ernest Beaux	{'Sweet': '11', 'Powdery': '7', 'Green': '10', 'Fruity': '5', 'Fresh': '9', 'Creamy': '8', 'Floral': '19'}	{'Masculine': '4', 'Feminine': '19', 'Classic': '8', 'Modern': '4'}	{'Winter': '7', 'Fall': '10', 'Summer': '18', 'Spring': '16'}	{'Daily': '15', 'Sport': '3', 'Leisure': '14', 'Night Out': '11', 'Business': '12', 'Evening': '15'}	Gardenia, Tuberose, Jasmine, Musk, Orange blossom, Sandalwood, Vanilla, Patchouli, Vetiver	Gardenia, Tuberose, Jasmine, Musk, Orange blossom, Sandalwood, Vanilla, Patchouli, Vetiver	Gardenia, Tuberose, Jasmine, Musk, Orange blossom, Sandalwood, Vanilla, Patchouli, Vetiver		https://media.parfumo.com/perfume_social/02/028d71-gardenia-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Gardenia_Parfum
P_09127	Parco Palladiano VI: Rosa	Bottega Veneta	2016.0		Michel Almairac,Mylène Alran	{'Spicy': '13', 'Sweet': '7', 'Powdery': '5', 'Woody': '13', 'Green': '17', 'Fresh': '12', 'Floral': '26'}	{'Masculine': '4', 'Feminine': '26', 'Classic': '11', 'Modern': '9'}	{'Winter': '7', 'Fall': '19', 'Summer': '15', 'Spring': '26'}	{'Daily': '20', 'Leisure': '24', 'Night Out': '18', 'Business': '19', 'Evening': '15'}	Peony, Sandalwood, Rose, Cedarwood, Cinnamon	Peony, Sandalwood, Rose, Cedarwood, Cinnamon	Peony, Sandalwood, Rose, Cedarwood, Cinnamon		https://media.parfumo.com/perfume_social/0b/0bc1ba-parco-palladiano-vi-rosa-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_VI_Rosa
P_09130	Gabrielle Chanel Parfum	Chanel	2022.0		Olivier Polge	{'Sweet': '7', 'Woody': '4', 'Green': '3', 'Gourmand': '2', 'Fruity': '3', 'Fresh': '4', 'Creamy': '6', 'Floral': '11'}	{'Masculine': '1', 'Feminine': '9', 'Classic': '7', 'Modern': '6'}	{'Winter': '4', 'Fall': '8', 'Summer': '9', 'Spring': '10'}	{'Daily': '5', 'Leisure': '6', 'Night Out': '7', 'Business': '5', 'Evening': '7'}	Grasse tuberose, Jasmine, Orange blossom, Vanilla absolute, Ylang-ylang, Sandalwood	Grasse tuberose, Jasmine, Orange blossom, Vanilla absolute, Ylang-ylang, Sandalwood	Grasse tuberose, Jasmine, Orange blossom, Vanilla absolute, Ylang-ylang, Sandalwood		https://media.parfumo.com/perfume_social/8e/8ed779-gabrielle-chanel-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/gabrielle-chanel-parfum
P_09131	Parco Palladiano X: Olivo	Bottega Veneta	2018.0		Amandine Clerc-Marie	{'Spicy': '14', 'Sweet': '6', 'Woody': '22', 'Green': '23', 'Fresh': '12'}	{'Masculine': '24', 'Feminine': '12', 'Classic': '11', 'Modern': '7'}	{'Winter': '7', 'Fall': '20', 'Summer': '11', 'Spring': '18'}	{'Daily': '14', 'Sport': '5', 'Leisure': '21', 'Night Out': '13', 'Business': '15', 'Evening': '13'}	Green notes, Woody notes, Green olive	Green notes, Woody notes, Green olive	Green notes, Woody notes, Green olive		https://media.parfumo.com/perfume_social/90/90b288-parco-palladiano-x-olivo-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_X_Olivo
P_09132	A Garden of Pleasures - Peony	Estee Lauder	2000.0			{'Powdery': '2', 'Gourmand': '2', 'Floral': '3'}	{'Feminine': '3', 'Classic': '2'}	{'Fall': '2', 'Summer': '2', 'Spring': '2'}	{'Daily': '2', 'Leisure': '2', 'Night Out': '2', 'Business': '2', 'Evening': '2'}	Citrus fruits, Hyacinth, Peony, Pink rose, Rose, Sandalwood	Citrus fruits, Hyacinth, Peony, Pink rose, Rose, Sandalwood	Citrus fruits, Hyacinth, Peony, Pink rose, Rose, Sandalwood		https://media.parfumo.com/perfume_social/39/398a80-a-garden-of-pleasures-peony-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Pleasures_in_the_Garden_Peony
P_09133	L'Eau par Kenzo pour Homme	Kenzo	1999.0	Lotion Après Rasage	Olivier Cresp	{'Citrus': '1', 'Fresh': '1'}	{'Masculine': '1', 'Classic': '1', 'Modern': '1'}	{'Winter': '1', 'Fall': '1', 'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Sport': '1', 'Leisure': '1', 'Business': '1'}	Yuzu, Lemon, Green pepper	Lotus, Mint	White musk, Cedar		https://media.parfumo.com/perfume_social/60/604f68-l-eau-par-kenzo-pour-homme-lotion-apres-rasage-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/L_Eau_par_Kenzo_pour_Homme_Lotion_Apres_Rasage
P_09134	Bottega Veneta L'Absolu	Bottega Veneta	2018.0		Michel Almairac	{'Spicy': '7', 'Synthetic': '3', 'Powdery': '5', 'Oriental': '2', 'Leathery': '11', 'Earthy': '2', 'Floral': '9'}	{'Masculine': '7', 'Feminine': '14', 'Classic': '5', 'Modern': '2'}	{'Winter': '9', 'Fall': '11', 'Summer': '3', 'Spring': '6'}	{'Daily': '6', 'Leisure': '5', 'Night Out': '9', 'Business': '5', 'Evening': '11'}	Jasmine sambac, Leather, Ambroxan	Jasmine sambac, Leather, Ambroxan	Jasmine sambac, Leather, Ambroxan		https://media.parfumo.com/perfume_social/55/55a3ad-bottega-veneta-l-absolu-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_L_Absolu
P_09135	Allure Sensuelle	Chanel		Parfum	Jacques Polge	{'Citrus': '5', 'Spicy': '6', 'Sweet': '12', 'Powdery': '9', 'Oriental': '9', 'Woody': '4', 'Resinous': '4', 'Green': '4', 'Fruity': '6', 'Creamy': '4', 'Floral': '16'}	{'Masculine': '2', 'Feminine': '17', 'Classic': '9', 'Modern': '4'}	{'Winter': '13', 'Fall': '14', 'Summer': '10', 'Spring': '10'}	{'Daily': '6', 'Leisure': '9', 'Night Out': '16', 'Business': '7', 'Evening': '15'}	Pink pepper, Mandarin orange, Bergamot, Orange	Jasmine, Candied fruits, Vetiver, Iris, Rose	Patchouli, Frankincense, Amber, Vanilla		https://media.parfumo.com/perfume_social/de/dece17-allure-sensuelle-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Allure_Sensuelle_Parfum
P_09138	Parco Palladiano XI: Castagno	Bottega Veneta	2018.0		Alexis Dadier,Sophie Labbé	{'Spicy': '13', 'Sweet': '6', 'Powdery': '5', 'Woody': '16', 'Resinous': '8', 'Green': '11', 'Fresh': '5', 'Creamy': '5'}	{'Masculine': '16', 'Feminine': '10', 'Classic': '8', 'Modern': '7'}	{'Winter': '11', 'Fall': '15', 'Summer': '7', 'Spring': '13'}	{'Daily': '10', 'Sport': '3', 'Leisure': '15', 'Night Out': '14', 'Business': '12', 'Evening': '13'}	Balsamic notes, Green notes, Woody notes	Balsamic notes, Green notes, Woody notes	Balsamic notes, Green notes, Woody notes		https://media.parfumo.com/perfume_social/b3/b3abd3-parco-palladiano-xi-castagno-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_XI_Castagno
P_09139	Platinum Égoïste	Chanel	1993.0	Lotion Après Rasage	Jacques Polge	{'Citrus': '5', 'Spicy': '7', 'Sweet': '4', 'Woody': '6', 'Green': '7', 'Fresh': '9', 'Fougère': '7', 'Floral': '3'}	{'Masculine': '11', 'Classic': '10', 'Modern': '4'}	{'Winter': '8', 'Fall': '9', 'Summer': '12', 'Spring': '12'}	{'Daily': '10', 'Sport': '5', 'Leisure': '9', 'Night Out': '8', 'Business': '9', 'Evening': '7'}	Lavender, Neroli, Petitgrain, Rosemary	Clary sage, Geranium, Galbanum, Jasmine	Cedar, Oakmoss, Vetiver, Amber, Sandalwood		https://media.parfumo.com/perfume_social/da/da82d2-platinum-egoiste-lotion-apres-rasage-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Platinum_Egoiste_Lotion_Apres_Rasage
P_09140	Pleasures Artist's Edition 2006	Estee Lauder	2006.0			{'Synthetic': '1', 'Sweet': '1', 'Powdery': '1', 'Green': '1', 'Fruity': '1', 'Fresh': '2', 'Floral': '3'}	{'Feminine': '3', 'Classic': '1'}	{'Fall': '1', 'Summer': '1', 'Spring': '3'}	{'Daily': '3', 'Leisure': '2'}	Jasmine, Karo Karounde, Lily, Peony, Rose	Jasmine, Karo Karounde, Lily, Peony, Rose	Jasmine, Karo Karounde, Lily, Peony, Rose		https://media.parfumo.com/perfume_social/27/27329a-pleasures-artist-s-edition-2006-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Pleasures_Artist_s_Edition
P_09142	Parco Palladiano VIII: Neroli	Bottega Veneta	2017.0		Mylène Alran	{'Citrus': '6', 'Spicy': '5', 'Sweet': '11', 'Powdery': '5', 'Green': '7', 'Fresh': '8', 'Creamy': '4', 'Floral': '14'}	{'Masculine': '5', 'Feminine': '15', 'Classic': '11', 'Modern': '8'}	{'Winter': '5', 'Fall': '9', 'Summer': '11', 'Spring': '14'}	{'Daily': '8', 'Leisure': '12', 'Night Out': '13', 'Business': '6', 'Evening': '12'}	Neroli, Orange blossom, Petitgrain	Neroli, Orange blossom, Petitgrain	Neroli, Orange blossom, Petitgrain		https://media.parfumo.com/perfume_social/36/36dfd5-parco-palladiano-viii-neroli-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_VIII_Neroli
P_09143	Jersey	Chanel	2014.0	Parfum	Jacques Polge	{'Spicy': '9', 'Sweet': '4', 'Powdery': '10', 'Woody': '3', 'Green': '11', 'Fresh': '6', 'Creamy': '3', 'Floral': '11'}	{'Masculine': '6', 'Feminine': '14', 'Classic': '6', 'Modern': '5'}	{'Winter': '7', 'Fall': '14', 'Summer': '12', 'Spring': '14'}	{'Daily': '9', 'Leisure': '9', 'Night Out': '9', 'Business': '10', 'Evening': '10'}	Lavender, Wild flowers, Musk, Grass, Jasmine, Rose, Tonka bean, Vanilla	Lavender, Wild flowers, Musk, Grass, Jasmine, Rose, Tonka bean, Vanilla	Lavender, Wild flowers, Musk, Grass, Jasmine, Rose, Tonka bean, Vanilla		https://media.parfumo.com/perfume_social/7d/7d6c03-jersey-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Jersey_Parfum
P_09146	Parco Palladiano XII: Quercia	Bottega Veneta	2018.0		Quentin Bisch	{'Spicy': '16', 'Synthetic': '6', 'Sweet': '5', 'Smoky': '3', 'Woody': '17', 'Resinous': '3', 'Green': '8', 'Fresh': '5', 'Earthy': '5'}	{'Masculine': '18', 'Feminine': '8', 'Classic': '11', 'Modern': '9'}	{'Winter': '12', 'Fall': '14', 'Summer': '12', 'Spring': '17'}	{'Daily': '15', 'Leisure': '18', 'Night Out': '11', 'Business': '16', 'Evening': '12'}	Oak	Oak	Oak		https://media.parfumo.com/perfume_social/88/884bd5-parco-palladiano-xii-quercia-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_XII_Quercia
P_09148	Sycomore	Chanel	2022.0	Parfum	Olivier Polge	{'Powdery': '4', 'Leathery': '3', 'Woody': '4', 'Green': '3', 'Earthy': '2', 'Creamy': '3', 'Floral': '4'}	{'Masculine': '5', 'Feminine': '4', 'Classic': '3', 'Modern': '3'}	{'Winter': '3', 'Fall': '3', 'Summer': '1', 'Spring': '3'}	{'Daily': '3', 'Sport': '1', 'Leisure': '3', 'Night Out': '3', 'Business': '3', 'Evening': '3'}	Iris, Vetiver, Cedar, Vanilla, Leather	Iris, Vetiver, Cedar, Vanilla, Leather	Iris, Vetiver, Cedar, Vanilla, Leather		https://media.parfumo.com/perfume_social/0c/0cc812-sycomore-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/sycomore-parfum
P_09150	Déjà Minuit	Bottega Veneta	2024.0		Pierre-Constantin Guéros	{'Citrus': '2', 'Spicy': '10', 'Sweet': '2', 'Smoky': '3', 'Powdery': '3', 'Leathery': '2', 'Woody': '4', 'Creamy': '3', 'Floral': '5'}	{'Masculine': '8', 'Feminine': '8', 'Classic': '3', 'Modern': '6'}	{'Winter': '8', 'Fall': '10', 'Summer': '3', 'Spring': '6'}	{'Daily': '3', 'Leisure': '8', 'Night Out': '5', 'Business': '4', 'Evening': '8'}	Cinnamon, Guatemala cardamom, Lemon	Jasmine absolute, Madagascan geranium, Orange blossom	Bourbon vanilla, Patchouli, Vetiver		https://media.parfumo.com/perfume_social/21/2138f6-deja-minuit-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/deja-minuit
P_09151	Pleasures Flower	Estee Lauder	2014.0			{'Citrus': '1', 'Synthetic': '1', 'Sweet': '1', 'Woody': '1', 'Green': '1', 'Fruity': '4', 'Fresh': '4', 'Creamy': '1', 'Floral': '4'}	{'Feminine': '4', 'Classic': '1', 'Modern': '2'}	{'Fall': '1', 'Summer': '4', 'Spring': '4'}	{'Daily': '4', 'Leisure': '3', 'Night Out': '1', 'Business': '4', 'Evening': '1'}	Bergamot, Blackcurrant bud, Green leaves, Mandarin orange, Neroli	Coconut water, Jasmine, Lily of the valley, Peony, Rose	Ambrox, Vetiver		https://media.parfumo.com/perfume_social/3d/3daccd-pleasures-flower-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Pleasures_Flower
